0.1;40.6679;0.0599316
0.11;40.8962;0.055933
0.12;40.7162;0.0617398
0.13;40.7085;0.0653417
0.14;40.6789;0.0684435
0.15000000000000002;40.6648;0.0761713
0.16000000000000003;40.4252;0.064235
0.17000000000000004;40.6371;0.0710295
0.18000000000000005;40.4722;0.0878155
0.19000000000000006;40.2979;0.0799869
0.20000000000000007;40.6517;0.076096
0.21000000000000008;40.5307;0.0759164
0.22000000000000008;40.3605;0.0784624
0.2300000000000001;40.2031;0.0999379
0.2400000000000001;40.222;0.0995187
0.2500000000000001;40.0973;0.0973761
0.2600000000000001;40.4691;0.102752
0.27000000000000013;40.0815;0.100088
0.28000000000000014;40.2109;0.111791
0.29000000000000015;39.9711;0.105308
0.30000000000000016;40.0758;0.103692
0.31000000000000016;40.0759;0.111686
0.3200000000000002;39.6796;0.120102
0.3300000000000002;39.9325;0.120931
0.3400000000000002;39.6815;0.143522
0.3500000000000002;39.6541;0.1272
0.3600000000000002;39.6347;0.152612
0.3700000000000002;39.5446;0.158378
0.3800000000000002;39.0388;0.181893
0.39000000000000024;39.2327;0.18507
0.40000000000000024;39.1419;0.185647
0.41000000000000025;39.1119;0.202975
0.42000000000000026;39.1924;0.222255
0.43000000000000027;38.5184;0.204754
0.4400000000000003;39.0577;0.245079
0.4500000000000003;38.6118;0.273679
0.4600000000000003;38.4032;0.249929
0.4700000000000003;38.5382;0.31121
0.4800000000000003;38.1792;0.322949
0.4900000000000003;37.8175;0.347937
0.5000000000000003;37.3366;0.381404
0.5100000000000003;37.3256;0.411581
0.5200000000000004;37.1425;0.41209
0.5300000000000004;37.9669;0.408657
0.5400000000000004;36.7915;0.456767
0.5500000000000004;36.1757;0.525249
0.5600000000000004;35.5463;0.707009
0.5700000000000004;35.7545;0.631257
0.5800000000000004;34.9918;0.710833
0.5900000000000004;34.5514;1.03792
0.6000000000000004;34.668;0.89558
0.6100000000000004;32.6209;1.52378
0.6200000000000004;32.4683;1.87614
0.6300000000000004;32.0116;2.18208
0.6400000000000005;31.529;1.91106
0.6500000000000005;30.4936;2.5885
0.6600000000000005;27.9668;3.4044
0.6700000000000005;26.7361;4.05872
0.6800000000000005;24.752;5.52239
0.6900000000000005;24.798;7.31138
0.7000000000000005;19.0494;13.6324
0.7100000000000005;18.0276;17.0326
0.7200000000000005;13.0087;26.1253
0.7300000000000005;10.4109;31.0234
0.7400000000000005;5.83455;61.5536
0.7500000000000006;6.41528;90.8874
0.7600000000000006;4.96984;98.8236
0.7700000000000006;3.84147;129.969
0.7800000000000006;2.83612;154.825
0.7900000000000006;2.39113;164.869
0.8000000000000006;1.75805;223.494
0.8100000000000006;1.81206;237.441
0.8200000000000006;1.65599;273.909
0.8300000000000006;1.46894;298.536
0.8400000000000006;1.62885;329.462
0.8500000000000006;1.5611;355.423
0.8600000000000007;1.4406;371.593
0.8700000000000007;1.44198;420.956
0.8800000000000007;1.49685;423.676
0.8900000000000007;1.46308;452.055
0.9000000000000007;1.43059;474.589
0.9100000000000007;1.42157;499.418
0.9200000000000007;1.40664;515.582
0.9300000000000007;1.47719;528.177
0.9400000000000007;1.41816;565.327
0.9500000000000007;1.40331;573.073
0.9600000000000007;1.40235;597.689
0.9700000000000008;1.43098;607.552
0.9800000000000008;1.40682;640.679
0.9900000000000008;1.42041;657.876
1.0000000000000007;1.40276;677.892
1.0100000000000007;1.41341;706.49
1.0200000000000007;1.39668;708.648
1.0300000000000007;1.40662;736.071
1.0400000000000007;1.40324;742.058
1.0500000000000007;1.41387;767.497
1.0600000000000007;1.39407;776.132
1.0700000000000007;1.40112;798.14
1.0800000000000007;1.40286;816.11
1.0900000000000007;1.41072;828.276
1.1000000000000008;1.40382;849.85
1.1100000000000008;1.39803;846.092
1.1200000000000008;1.40035;876.629
1.1300000000000008;1.39717;881.525
1.1400000000000008;1.40389;893.191
1.1500000000000008;1.40015;917.872
1.1600000000000008;1.39553;916.566
1.1700000000000008;1.39527;941.665
1.1800000000000008;1.40274;953.067
1.1900000000000008;1.39652;980.424
1.2000000000000008;1.3915;974.104
1.2100000000000009;1.3915;973.872
1.2200000000000009;1.40246;993.633
1.2300000000000009;1.39601;1020.12
1.2400000000000009;1.40069;1035.74
1.2500000000000009;1.4011;1043.93
1.260000000000001;1.39347;1053.74
